"Time","/bin/busybox","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/usr/bin/mongod"
2024-12-19 15:52:15,0 B,0 B,0 B,0 B
2024-12-19 15:52:30,0 B,0 B,0 B,0 B
2024-12-19 15:52:45,0 B,0 B,0 B,0 B
2024-12-19 15:53:00,0 B,0 B,0 B,0 B
2024-12-19 15:53:15,0 B,0 B,0 B,0 B
2024-12-19 15:53:30,0 B,0 B,0 B,0 B
2024-12-19 15:53:45,0 B,0 B,0 B,0 B
2024-12-19 15:54:00,0 B,0 B,0 B,0 B
2024-12-19 15:54:15,0 B,0 B,0 B,0 B
2024-12-19 15:54:30,0 B,0 B,0 B,0 B
2024-12-19 15:54:45,0 B,0 B,0 B,0 B
2024-12-19 15:55:00,0 B,0 B,0 B,0 B
2024-12-19 15:55:15,0 B,0 B,0 B,0 B
2024-12-19 15:55:30,0 B,0 B,0 B,0 B
2024-12-19 15:55:45,0 B,0 B,0 B,0 B
2024-12-19 15:56:00,0 B,0 B,0 B,0 B
2024-12-19 15:56:15,0 B,0 B,0 B,0 B
2024-12-19 15:56:30,0 B,0 B,0 B,0 B
2024-12-19 15:56:45,0 B,0 B,0 B,0 B
2024-12-19 15:57:00,0 B,0 B,0 B,0 B
2024-12-19 15:57:15,0 B,0 B,0 B,0 B
2024-12-19 15:57:30,0 B,0 B,0 B,0 B
2024-12-19 15:57:45,0 B,0 B,0 B,0 B
2024-12-19 15:58:00,0 B,0 B,0 B,0 B
2024-12-19 15:58:15,0 B,0 B,0 B,0 B
2024-12-19 15:58:30,0 B,0 B,0 B,0 B
2024-12-19 15:58:45,0 B,0 B,0 B,0 B
2024-12-19 15:59:00,0 B,0 B,0 B,0 B
2024-12-19 15:59:15,0 B,0 B,0 B,0 B
2024-12-19 15:59:30,0 B,0 B,0 B,0 B
2024-12-19 15:59:45,0 B,0 B,0 B,0 B
2024-12-19 16:00:00,0 B,0 B,0 B,0 B
2024-12-19 16:00:15,0 B,0 B,0 B,0 B
2024-12-19 16:00:30,0 B,0 B,0 B,0 B
2024-12-19 16:00:45,0 B,0 B,0 B,0 B
2024-12-19 16:01:00,0 B,0 B,0 B,0 B
2024-12-19 16:01:15,0 B,0 B,0 B,0 B
2024-12-19 16:01:30,0 B,0 B,0 B,0 B
2024-12-19 16:01:45,0 B,0 B,0 B,0 B
2024-12-19 16:02:00,0 B,0 B,0 B,0 B
2024-12-19 16:02:15,0 B,0 B,0 B,0 B
2024-12-19 16:02:30,0 B,0 B,0 B,0 B
2024-12-19 16:02:45,0 B,0 B,0 B,0 B
2024-12-19 16:03:00,0 B,0 B,0 B,0 B
2024-12-19 16:03:15,0 B,0 B,0 B,0 B
2024-12-19 16:03:30,0 B,0 B,0 B,0 B
2024-12-19 16:03:45,0 B,0 B,0 B,0 B
2024-12-19 16:04:00,0 B,0 B,0 B,0 B
2024-12-19 16:04:15,0 B,0 B,0 B,0 B
2024-12-19 16:04:30,0 B,0 B,0 B,0 B
2024-12-19 16:04:45,0 B,0 B,0 B,0 B
2024-12-19 16:05:00,0 B,0 B,0 B,0 B
2024-12-19 16:05:15,0 B,0 B,0 B,0 B
2024-12-19 16:05:30,0 B,0 B,0 B,0 B
2024-12-19 16:05:45,0 B,0 B,0 B,0 B
2024-12-19 16:06:00,0 B,0 B,0 B,0 B
2024-12-19 16:06:15,0 B,0 B,0 B,0 B
2024-12-19 16:06:30,0 B,0 B,0 B,0 B
2024-12-19 16:06:45,0 B,0 B,0 B,0 B
2024-12-19 16:07:00,0 B,0 B,0 B,0 B
2024-12-19 16:07:15,0 B,0 B,0 B,0 B
2024-12-19 16:07:30,0 B,0 B,0 B,0 B
2024-12-19 16:07:45,0 B,0 B,0 B,0 B
2024-12-19 16:08:00,0 B,0 B,0 B,0 B
2024-12-19 16:08:15,0 B,0 B,0 B,0 B
2024-12-19 16:08:30,0 B,0 B,0 B,0 B
2024-12-19 16:08:45,0 B,0 B,0 B,0 B
2024-12-19 16:09:00,0 B,0 B,0 B,0 B
2024-12-19 16:09:15,0 B,0 B,0 B,0 B
2024-12-19 16:09:30,0 B,0 B,0 B,0 B
2024-12-19 16:09:45,0 B,0 B,0 B,0 B
2024-12-19 16:10:00,0 B,0 B,0 B,0 B
2024-12-19 16:10:15,0 B,0 B,0 B,0 B
2024-12-19 16:10:30,0 B,0 B,0 B,0 B
2024-12-19 16:10:45,0 B,0 B,0 B,0 B
2024-12-19 16:11:00,0 B,0 B,0 B,0 B
2024-12-19 16:11:15,0 B,0 B,0 B,0 B
2024-12-19 16:11:30,0 B,0 B,0 B,0 B
2024-12-19 16:11:45,0 B,0 B,0 B,0 B
2024-12-19 16:12:00,0 B,8.19 kB,0 B,0 B
2024-12-19 16:12:15,0 B,0 B,0 B,0 B
2024-12-19 16:12:30,0 B,0 B,0 B,0 B
