"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-19 16:03:30,0 W,36.3 W,186 mW,15.5 W
2024-12-19 16:03:45,0 W,38.3 W,125 mW,15.6 W
2024-12-19 16:04:00,0 W,35.5 W,154 mW,15.4 W
2024-12-19 16:04:15,0 W,33.8 W,157 mW,15.6 W
2024-12-19 16:04:30,0 W,45.2 W,188 mW,15.7 W
2024-12-19 16:04:45,0 W,39.9 W,124 mW,15.6 W
2024-12-19 16:05:00,0 W,32.0 W,123 mW,15.4 W
2024-12-19 16:05:15,0 W,33.0 W,186 mW,15.5 W
2024-12-19 16:05:30,0 W,39.0 W,155 mW,15.6 W
2024-12-19 16:05:45,0 W,33.8 W,126 mW,15.8 W
2024-12-19 16:06:00,0 W,38.1 W,93.9 mW,15.6 W
2024-12-19 16:06:15,0 W,41.4 W,154 mW,15.4 W
2024-12-19 16:06:30,0 W,40.8 W,185 mW,15.5 W
2024-12-19 16:06:45,0 W,38.0 W,62.4 mW,15.6 W
2024-12-19 16:07:00,0 W,36.8 W,156 mW,15.6 W
2024-12-19 16:07:15,0 W,43.4 W,93.3 mW,15.6 W
2024-12-19 16:07:30,0 W,41.7 W,123 mW,15.4 W
2024-12-19 16:07:45,0 W,37.8 W,156 mW,15.6 W
2024-12-19 16:08:00,0 W,38.4 W,122 mW,15.2 W
2024-12-19 16:08:15,0 W,39.7 W,184 mW,15.4 W
2024-12-19 16:08:30,0 W,34.2 W,154 mW,15.4 W
2024-12-19 16:08:45,0 W,39.9 W,62.5 mW,15.7 W
2024-12-19 16:09:00,0 W,40.2 W,91.2 mW,15.2 W
2024-12-19 16:09:15,0 W,41.4 W,154 mW,15.4 W
2024-12-19 16:09:30,0 W,45.2 W,184 mW,15.4 W
2024-12-19 16:09:45,0 W,45.9 W,152 mW,15.2 W
2024-12-19 16:10:00,0 W,37.8 W,156 mW,15.6 W
2024-12-19 16:10:15,0 W,39.1 W,124 mW,15.5 W
2024-12-19 16:10:30,0 W,41.0 W,185 mW,15.4 W
2024-12-19 16:10:45,0 W,41.1 W,91.8 mW,15.3 W
2024-12-19 16:11:00,0 W,36.9 W,155 mW,15.5 W
2024-12-19 16:11:15,0 W,36.4 W,156 mW,15.6 W
2024-12-19 16:11:30,0 W,44.9 W,185 mW,15.4 W
2024-12-19 16:11:45,0 W,45.0 W,93.8 mW,15.7 W
2024-12-19 16:12:00,0 W,41.9 W,63.1 mW,15.9 W
2024-12-19 16:12:15,0 W,40.3 W,126 mW,15.8 W
2024-12-19 16:12:30,0 W,400 mW,75.0 mW,12.6 W
