"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/bin/bash - bash/usr/local/bin/docker-entrypoint.shrabbitmq-server","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-17 14:47:00,60.5 W,205 mW,0 W,27.6 W
2024-12-17 14:47:15,61.6 W,207 mW,0 W,28.5 W
2024-12-17 14:47:30,66.0 W,212 mW,0 W,28.0 W
2024-12-17 14:47:45,60.9 W,260 mW,0 W,27.5 W
2024-12-17 14:48:00,62.7 W,155 mW,0 W,28.7 W
2024-12-17 14:48:15,57.8 W,255 mW,0 W,27.1 W
2024-12-17 14:48:30,52.7 W,196 mW,0 W,24.5 W
2024-12-17 14:48:45,60.3 W,201 mW,0 W,25.1 W
2024-12-17 14:49:00,58.4 W,250 mW,0 W,25.0 W
2024-12-17 14:49:15,82.2 W,212 mW,0 W,26.0 W
2024-12-17 14:49:30,52.6 W,198 mW,0 W,24.8 W
2024-12-17 14:49:45,60.6 W,151 mW,0 W,25.1 W
2024-12-17 14:50:00,57.7 W,200 mW,0 W,25.0 W
2024-12-17 14:50:15,52.1 W,288 mW,0 W,24.1 W
2024-12-17 14:50:30,109 W,229 mW,0 W,31.3 W
2024-12-17 14:50:45,65.2 W,211 mW,0 W,28.4 W
2024-12-17 14:51:00,216 W,501 mW,0 W,45.1 W
2024-12-17 14:51:15,515 W,482 mW,0 W,57.6 W
2024-12-17 14:51:30,540 W,571 mW,0 W,59.2 W
2024-12-17 14:51:45,487 W,444 mW,0 W,62.4 W
2024-12-17 14:52:00,502 W,430 mW,0 W,49.0 W
2024-12-17 14:52:15,506 W,432 mW,0 W,65.5 W
2024-12-17 14:52:30,523 W,592 mW,0 W,52.0 W
2024-12-17 14:52:45,508 W,339 mW,0 W,60.5 W
2024-12-17 14:53:00,133 W,299 mW,0 W,27.9 W
2024-12-17 14:53:15,64.4 W,236 mW,0 W,32.3 W
2024-12-17 14:53:30,62.8 W,171 mW,0 W,31.9 W
2024-12-17 14:53:45,58.6 W,216 mW,0 W,28.2 W
2024-12-17 14:54:00,54.0 W,207 mW,0 W,27.9 W
2024-12-17 14:54:15,54.3 W,208 mW,0 W,27.5 W
2024-12-17 14:54:30,53.3 W,256 mW,0 W,26.9 W
2024-12-17 14:54:45,53.5 W,256 mW,0 W,26.7 W
2024-12-17 14:55:00,62.3 W,315 mW,0 W,27.9 W
2024-12-17 14:55:15,60.4 W,264 mW,0 W,28.1 W
2024-12-17 14:55:30,55.4 W,196 mW,0 W,24.9 W
2024-12-17 14:55:45,57.6 W,202 mW,0 W,25.3 W
2024-12-17 14:56:00,55.8 W,201 mW,0 W,24.9 W
2024-12-17 14:56:15,55.4 W,199 mW,0 W,24.9 W
2024-12-17 14:56:30,55.8 W,202 mW,0 W,25.3 W
2024-12-17 14:56:45,57.1 W,203 mW,0 W,25.4 W
2024-12-17 14:57:00,63.5 W,153 mW,0 W,25.4 W
2024-12-17 14:57:15,60.3 W,204 mW,0 W,25.4 W
2024-12-17 14:57:30,62.2 W,152 mW,0 W,26.2 W
2024-12-17 14:57:45,61.6 W,206 mW,0 W,27.9 W
2024-12-17 14:58:00,78.0 W,110 mW,0 W,30.1 W
2024-12-17 14:58:15,165 W,338 mW,0 W,37.6 W
2024-12-17 14:58:30,69.9 W,320 mW,0 W,28.1 W
2024-12-17 14:58:45,74.8 W,217 mW,0 W,29.6 W
2024-12-17 14:59:00,59.6 W,403 mW,0 W,27.5 W
2024-12-17 14:59:15,83.1 W,367 mW,0 W,27.3 W
2024-12-17 14:59:30,85.9 W,214 mW,0 W,26.2 W
2024-12-17 14:59:45,74.8 W,214 mW,0 W,26.3 W
2024-12-17 15:00:00,76.0 W,267 mW,0 W,26.2 W
2024-12-17 15:00:15,65.2 W,104 mW,0 W,26.0 W
2024-12-17 15:00:30,101 W,231 mW,0 W,33.2 W
2024-12-17 15:00:45,71.9 W,162 mW,0 W,30.0 W
2024-12-17 15:01:00,108 W,286 mW,0 W,31.9 W
2024-12-17 15:01:15,83.1 W,224 mW,0 W,31.1 W
2024-12-17 15:01:30,53.0 W,250 mW,0 W,27.5 W
2024-12-17 15:01:45,180 W,267 mW,0 W,38.3 W
2024-12-17 15:02:00,92.8 W,225 mW,0 W,27.7 W
2024-12-17 15:02:15,84.1 W,215 mW,0 W,26.4 W
2024-12-17 15:02:30,97.2 W,278 mW,0 W,27.3 W
2024-12-17 15:02:45,73.9 W,265 mW,0 W,28.0 W
2024-12-17 15:03:00,72.4 W,217 mW,0 W,30.3 W
2024-12-17 15:03:15,139 W,263 mW,0 W,36.1 W
