"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/share/grafana/bin/grafana - grafanaserver--homepath=/usr/share/grafana--config=/etc/grafana/grafana.ini--packaging=dockercfg:default.log.mode=consolecfg:default.paths.data=/var/lib/grafanacfg:default.paths.logs=/var/log/grafanacfg:default.paths.plugins=/var/lib/grafana/pluginscfg:default.paths.provisioning=/etc/grafana/provisioning","/usr/bin/mongod - mongod--auth--bind_ip_all"
2025-01-17 14:22:45,0 W,73.0 W,176 mW,0 W,21.7 W
2025-01-17 14:23:00,0 W,67.9 W,208 mW,167 mW,20.5 W
2025-01-17 14:23:15,0 W,77.0 W,259 mW,86.3 mW,21.1 W
2025-01-17 14:23:30,0 W,71.2 W,171 mW,42.8 mW,21.0 W
2025-01-17 14:23:45,0 W,69.3 W,213 mW,85.3 mW,21.1 W
2025-01-17 14:24:00,0 W,77.8 W,233 mW,0 W,22.9 W
2025-01-17 14:24:15,0 W,69.0 W,212 mW,53.0 mW,26.2 W
2025-01-17 14:24:30,0 W,85.0 W,166 mW,0 W,27.8 W
2025-01-17 14:24:45,0 W,68.4 W,271 mW,54.1 mW,27.6 W
2025-01-17 14:25:00,0 W,422 W,367 mW,276 mW,67.7 W
2025-01-17 14:25:15,0 W,562 W,688 mW,98.3 mW,44.1 W
2025-01-17 14:25:30,0 W,554 W,372 mW,93.0 mW,56.1 W
2025-01-17 14:25:45,0 W,91.6 W,245 mW,61.3 mW,30.5 W
2025-01-17 14:26:00,0 W,73.1 W,233 mW,0 W,29.0 W
2025-01-17 14:26:15,0 W,66.2 W,393 mW,0 W,28.0 W
2025-01-17 14:26:30,0 W,61.2 W,113 mW,56.7 mW,28.4 W
2025-01-17 14:26:45,0 W,68.7 W,225 mW,0 W,27.9 W
2025-01-17 14:27:00,0 W,64.5 W,162 mW,162 mW,27.0 W
2025-01-17 14:27:15,0 W,66.3 W,165 mW,54.9 mW,27.3 W
2025-01-17 14:27:30,0 W,59.9 W,276 mW,46.1 mW,22.9 W
2025-01-17 14:27:45,0 W,88.1 W,251 mW,0 W,24.7 W
2025-01-17 14:28:00,0 W,83.7 W,148 mW,98.5 mW,24.2 W
2025-01-17 14:28:15,0 W,76.9 W,234 mW,46.8 mW,23.0 W
2025-01-17 14:28:30,0 W,75.5 W,548 mW,99.6 mW,27.2 W
2025-01-17 14:28:45,0 W,84.2 W,386 mW,0 W,29.4 W
