"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/bin/bash - bash/usr/local/bin/docker-entrypoint.shrabbitmq-server","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-19 13:22:15,3.13 W,616 mW,0 W,10.9 W
2024-12-19 13:22:30,2.53 W,516 mW,0 W,11.4 W
2024-12-19 13:22:45,2.79 W,337 mW,0 W,11.1 W
2024-12-19 13:23:00,3.51 W,382 mW,0 W,11.0 W
2024-12-19 13:23:15,3.04 W,455 mW,0 W,11.1 W
2024-12-19 13:23:30,2.94 W,598 mW,0 W,11.1 W
2024-12-19 13:23:45,3.51 W,251 mW,0 W,12.3 W
2024-12-19 13:24:00,3.41 W,103 mW,0 W,12.9 W
2024-12-19 13:24:15,3.16 W,128 mW,0 W,12.9 W
2024-12-19 13:24:30,3.25 W,128 mW,0 W,12.9 W
2024-12-19 13:24:45,3.39 W,103 mW,0 W,13.1 W
2024-12-19 13:25:00,3.08 W,129 mW,0 W,13.1 W
2024-12-19 13:25:15,3.16 W,126 mW,0 W,12.6 W
2024-12-19 13:25:30,3.15 W,151 mW,0 W,12.5 W
2024-12-19 13:25:45,3.07 W,480 mW,0 W,11.1 W
2024-12-19 13:26:00,2.91 W,310 mW,0 W,11.1 W
2024-12-19 13:26:15,3.16 W,527 mW,0 W,11.1 W
2024-12-19 13:26:30,3.71 W,409 mW,0 W,11.2 W
2024-12-19 13:26:45,3.79 W,555 mW,0 W,11.2 W
2024-12-19 13:27:00,3.15 W,358 mW,0 W,11.1 W
2024-12-19 13:27:15,3.14 W,576 mW,0 W,11.1 W
2024-12-19 13:27:30,3.54 W,457 mW,0 W,11.1 W
2024-12-19 13:27:45,2.92 W,198 mW,0 W,11.8 W
2024-12-19 13:28:00,2.97 W,77.6 mW,0 W,13.0 W
2024-12-19 13:28:15,2.93 W,104 mW,0 W,13.0 W
2024-12-19 13:28:30,3.09 W,128 mW,0 W,12.9 W
2024-12-19 13:28:45,3.66 W,128 mW,0 W,12.9 W
2024-12-19 13:29:00,3.14 W,100 mW,0 W,12.7 W
2024-12-19 13:29:15,3.24 W,127 mW,0 W,12.9 W
2024-12-19 13:29:30,2.40 W,129 mW,0 W,13.1 W
2024-12-19 13:29:45,3.38 W,262 mW,0 W,11.0 W
2024-12-19 13:30:00,3.18 W,623 mW,0 W,11.1 W
2024-12-19 13:30:15,2.78 W,338 mW,0 W,11.2 W
2024-12-19 13:30:30,3.61 W,760 mW,0 W,11.0 W
2024-12-19 13:30:45,3.72 W,314 mW,0 W,11.2 W
2024-12-19 13:31:00,3.26 W,435 mW,0 W,11.2 W
2024-12-19 13:31:15,4.08 W,432 mW,0 W,11.1 W
2024-12-19 13:31:30,3.74 W,361 mW,0 W,11.2 W
2024-12-19 13:31:45,3.24 W,77.9 mW,0 W,13.1 W
2024-12-19 13:32:00,3.09 W,104 mW,0 W,13.1 W
2024-12-19 13:32:15,2.00 W,104 mW,0 W,13.0 W
2024-12-19 13:32:30,3.07 W,102 mW,0 W,12.9 W
2024-12-19 13:32:45,3.07 W,128 mW,0 W,12.9 W
2024-12-19 13:33:00,2.95 W,153 mW,0 W,12.8 W
2024-12-19 13:33:15,3.23 W,101 mW,0 W,12.5 W
2024-12-19 13:33:30,3.43 W,149 mW,0 W,12.2 W
2024-12-19 13:33:45,3.19 W,380 mW,0 W,11.0 W
2024-12-19 13:34:00,3.53 W,619 mW,0 W,11.1 W
2024-12-19 13:34:15,3.67 W,474 mW,0 W,11.0 W
2024-12-19 13:34:30,3.54 W,359 mW,0 W,11.1 W
2024-12-19 13:34:45,3.71 W,406 mW,0 W,11.1 W
2024-12-19 13:35:00,3.21 W,407 mW,0 W,11.1 W
2024-12-19 13:35:15,3.78 W,594 mW,0 W,10.9 W
2024-12-19 13:35:30,287 mW,310 mW,0 W,11.1 W
