"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/bin/bash - bash/usr/local/bin/docker-entrypoint.shrabbitmq-server","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-19 17:23:15,8.20 W,77.9 mW,0 W,13.1 W
2024-12-19 17:23:30,7.98 W,77.2 mW,0 W,12.9 W
2024-12-19 17:23:45,7.90 W,129 mW,0 W,13.0 W
2024-12-19 17:24:00,8.09 W,77.3 mW,0 W,13.0 W
2024-12-19 17:24:15,8.11 W,153 mW,0 W,12.6 W
2024-12-19 17:24:30,7.74 W,171 mW,0 W,11.4 W
2024-12-19 17:24:45,7.19 W,436 mW,0 W,11.3 W
2024-12-19 17:25:00,7.21 W,460 mW,0 W,11.2 W
2024-12-19 17:25:15,7.50 W,460 mW,0 W,11.3 W
2024-12-19 17:25:30,6.99 W,240 mW,0 W,11.2 W
2024-12-19 17:25:45,6.85 W,572 mW,0 W,11.0 W
2024-12-19 17:26:00,7.75 W,477 mW,0 W,11.1 W
2024-12-19 17:26:15,6.92 W,407 mW,0 W,11.1 W
2024-12-19 17:26:30,6.88 W,317 mW,0 W,11.5 W
2024-12-19 17:26:45,6.78 W,76.2 mW,0 W,12.8 W
2024-12-19 17:27:00,7.46 W,154 mW,0 W,12.9 W
2024-12-19 17:27:15,7.22 W,76.8 mW,0 W,12.9 W
2024-12-19 17:27:30,7.27 W,153 mW,0 W,12.8 W
2024-12-19 17:27:45,7.71 W,50.7 mW,0 W,12.6 W
2024-12-19 17:28:00,7.68 W,154 mW,0 W,12.8 W
2024-12-19 17:28:15,7.34 W,77.2 mW,0 W,12.9 W
2024-12-19 17:28:30,7.42 W,346 mW,0 W,11.8 W
2024-12-19 17:28:45,7.74 W,313 mW,0 W,11.2 W
2024-12-19 17:29:00,8.35 W,264 mW,0 W,11.2 W
2024-12-19 17:29:15,7.41 W,486 mW,0 W,11.3 W
2024-12-19 17:29:30,7.42 W,440 mW,0 W,11.4 W
2024-12-19 17:29:45,7.91 W,406 mW,0 W,11.0 W
2024-12-19 17:30:00,8.28 W,490 mW,0 W,11.4 W
2024-12-19 17:30:15,7.61 W,586 mW,0 W,11.3 W
2024-12-19 17:30:30,7.51 W,507 mW,0 W,11.2 W
2024-12-19 17:30:45,7.55 W,285 mW,0 W,12.9 W
2024-12-19 17:31:00,8.23 W,103 mW,0 W,13.0 W
2024-12-19 17:31:15,7.91 W,128 mW,0 W,12.8 W
2024-12-19 17:31:30,7.76 W,102 mW,0 W,12.9 W
2024-12-19 17:31:45,7.54 W,103 mW,0 W,12.9 W
2024-12-19 17:32:00,7.68 W,76.6 mW,0 W,12.9 W
2024-12-19 17:32:15,7.35 W,103 mW,0 W,13.0 W
2024-12-19 17:32:30,7.22 W,104 mW,0 W,13.1 W
2024-12-19 17:32:45,7.57 W,243 mW,0 W,11.4 W
2024-12-19 17:33:00,7.51 W,528 mW,0 W,11.1 W
2024-12-19 17:33:15,7.34 W,437 mW,0 W,11.3 W
2024-12-19 17:33:30,7.20 W,337 mW,0 W,11.2 W
2024-12-19 17:33:45,7.29 W,583 mW,0 W,11.3 W
2024-12-19 17:34:00,7.61 W,580 mW,0 W,11.2 W
2024-12-19 17:34:15,7.45 W,479 mW,0 W,11.1 W
2024-12-19 17:34:30,6.40 W,558 mW,0 W,11.3 W
2024-12-19 17:34:45,7.88 W,171 mW,0 W,11.5 W
2024-12-19 17:35:00,7.35 W,103 mW,0 W,12.9 W
2024-12-19 17:35:15,6.46 W,104 mW,0 W,13.0 W
2024-12-19 17:35:30,6.14 W,128 mW,0 W,12.8 W
2024-12-19 17:35:45,7.26 W,101 mW,0 W,12.5 W
2024-12-19 17:36:00,7.61 W,129 mW,0 W,13.0 W
2024-12-19 17:36:15,7.84 W,102 mW,0 W,12.8 W
2024-12-19 17:36:30,7.86 W,104 mW,0 W,13.1 W
