"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-18 15:52:00,0 W,1.53 W,541 mW,10.7 W
2024-12-18 15:52:15,0 W,1.31 W,375 mW,10.6 W
2024-12-18 15:52:30,0 W,1.49 W,303 mW,10.6 W
2024-12-18 15:52:45,0 W,1.43 W,75.3 mW,12.7 W
2024-12-18 15:53:00,0 W,1.45 W,125 mW,12.6 W
2024-12-18 15:53:15,0 W,1.34 W,122 mW,12.3 W
2024-12-18 15:53:30,0 W,1.46 W,123 mW,12.5 W
2024-12-18 15:53:45,0 W,1.49 W,49.8 mW,12.5 W
2024-12-18 15:54:00,0 W,1.41 W,149 mW,12.3 W
2024-12-18 15:54:15,0 W,1.47 W,412 mW,10.4 W
2024-12-18 15:54:30,0 W,1.35 W,503 mW,10.3 W
2024-12-18 15:54:45,0 W,1.59 W,462 mW,10.4 W
2024-12-18 15:55:00,0 W,1.52 W,277 mW,10.4 W
2024-12-18 15:55:15,0 W,1.40 W,507 mW,10.4 W
2024-12-18 15:55:30,0 W,1.50 W,346 mW,10.4 W
2024-12-18 15:55:45,0 W,1.41 W,341 mW,11.8 W
2024-12-18 15:56:00,0 W,1.65 W,99.9 mW,12.6 W
2024-12-18 15:56:15,0 W,1.41 W,101 mW,12.7 W
2024-12-18 15:56:30,0 W,1.51 W,126 mW,12.7 W
2024-12-18 15:56:45,0 W,1.33 W,101 mW,12.7 W
2024-12-18 15:57:00,0 W,1.28 W,151 mW,12.6 W
2024-12-18 15:57:15,0 W,1.27 W,370 mW,10.4 W
2024-12-18 15:57:30,0 W,1.48 W,515 mW,10.8 W
2024-12-18 15:57:45,0 W,1.24 W,304 mW,10.7 W
2024-12-18 15:58:00,0 W,1.50 W,515 mW,10.6 W
2024-12-18 15:58:15,0 W,1.61 W,350 mW,10.7 W
2024-12-18 15:58:30,0 W,1.55 W,305 mW,10.8 W
2024-12-18 15:58:45,0 W,1.43 W,632 mW,10.7 W
2024-12-18 15:59:00,0 W,1.16 W,98.7 mW,12.4 W
2024-12-18 15:59:15,0 W,1.39 W,75.6 mW,12.7 W
2024-12-18 15:59:30,0 W,1.42 W,99.9 mW,12.6 W
2024-12-18 15:59:45,0 W,1.40 W,100.0 mW,12.6 W
2024-12-18 16:00:00,0 W,1.48 W,101 mW,12.7 W
2024-12-18 16:00:15,0 W,1.48 W,125 mW,12.6 W
2024-12-18 16:00:30,0 W,1.44 W,192 mW,11.5 W
2024-12-18 16:00:45,0 W,1.36 W,164 mW,10.7 W
2024-12-18 16:01:00,0 W,1.40 W,396 mW,10.6 W
2024-12-18 16:01:15,0 W,1.24 W,350 mW,10.6 W
2024-12-18 16:01:30,0 W,1.49 W,303 mW,10.6 W
2024-12-18 16:01:45,0 W,1.50 W,444 mW,10.7 W
2024-12-18 16:02:00,0 W,1.44 W,541 mW,10.8 W
2024-12-18 16:02:15,0 W,1.44 W,162 mW,10.6 W
2024-12-18 16:02:30,0 W,1.55 W,73.8 mW,12.4 W
2024-12-18 16:02:45,0 W,1.55 W,75.0 mW,12.6 W
2024-12-18 16:03:00,0 W,1.23 W,101 mW,12.7 W
2024-12-18 16:03:15,0 W,1.37 W,99.7 mW,12.5 W
2024-12-18 16:03:30,0 W,1.53 W,100 mW,12.7 W
2024-12-18 16:03:45,0 W,1.46 W,126 mW,12.7 W
2024-12-18 16:04:00,0 W,1.45 W,211 mW,10.8 W
2024-12-18 16:04:15,0 W,1.38 W,561 mW,10.8 W
2024-12-18 16:04:30,0 W,1.61 W,512 mW,10.6 W
2024-12-18 16:04:45,0 W,1.62 W,470 mW,10.7 W
