"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-18 16:31:30,0 W,1.90 W,498 mW,11.0 W
2024-12-18 16:31:45,0 W,1.81 W,447 mW,10.9 W
2024-12-18 16:32:00,0 W,2.01 W,236 mW,10.9 W
2024-12-18 16:32:15,0 W,2.00 W,681 mW,10.8 W
2024-12-18 16:32:30,0 W,1.85 W,329 mW,10.8 W
2024-12-18 16:32:45,0 W,2.11 W,446 mW,10.8 W
2024-12-18 16:33:00,0 W,2.35 W,95.0 mW,11.1 W
2024-12-18 16:33:15,0 W,2.45 W,150 mW,12.6 W
2024-12-18 16:33:30,0 W,2.56 W,49.7 mW,12.5 W
2024-12-18 16:33:45,0 W,2.73 W,149 mW,12.5 W
2024-12-18 16:34:00,0 W,2.67 W,99.6 mW,12.6 W
2024-12-18 16:34:15,0 W,2.57 W,125 mW,12.6 W
2024-12-18 16:34:30,0 W,2.44 W,124 mW,12.5 W
2024-12-18 16:34:45,0 W,2.56 W,99.3 mW,12.5 W
2024-12-18 16:35:00,0 W,2.30 W,353 mW,10.9 W
2024-12-18 16:35:15,0 W,2.09 W,141 mW,10.8 W
2024-12-18 16:35:30,0 W,2.00 W,399 mW,10.9 W
2024-12-18 16:35:45,0 W,2.26 W,282 mW,10.8 W
2024-12-18 16:36:00,0 W,2.14 W,282 mW,10.9 W
2024-12-18 16:36:15,0 W,2.09 W,564 mW,10.9 W
2024-12-18 16:36:30,0 W,2.02 W,207 mW,10.6 W
2024-12-18 16:36:45,0 W,2.24 W,560 mW,10.8 W
2024-12-18 16:37:00,0 W,2.18 W,168 mW,11.5 W
2024-12-18 16:37:15,0 W,2.45 W,149 mW,12.4 W
2024-12-18 16:37:30,0 W,2.32 W,74.2 mW,12.4 W
2024-12-18 16:37:45,0 W,2.41 W,152 mW,12.8 W
2024-12-18 16:38:00,0 W,2.18 W,49.4 mW,12.4 W
2024-12-18 16:38:15,0 W,2.30 W,150 mW,12.6 W
2024-12-18 16:38:30,0 W,2.36 W,127 mW,12.8 W
2024-12-18 16:38:45,0 W,2.31 W,126 mW,12.6 W
2024-12-18 16:39:00,0 W,2.08 W,280 mW,10.9 W
2024-12-18 16:39:15,0 W,2.11 W,348 mW,10.7 W
2024-12-18 16:39:30,0 W,2.27 W,371 mW,10.7 W
2024-12-18 16:39:45,0 W,1.89 W,372 mW,10.8 W
2024-12-18 16:40:00,0 W,2.12 W,461 mW,10.6 W
2024-12-18 16:40:15,0 W,1.96 W,599 mW,10.7 W
2024-12-18 16:40:30,0 W,2.03 W,520 mW,10.9 W
2024-12-18 16:40:45,0 W,2.31 W,424 mW,10.9 W
2024-12-18 16:41:00,0 W,2.36 W,344 mW,12.1 W
2024-12-18 16:41:15,0 W,2.55 W,99.1 mW,12.5 W
2024-12-18 16:41:30,0 W,2.65 W,124 mW,12.5 W
2024-12-18 16:41:45,0 W,2.82 W,125 mW,12.6 W
2024-12-18 16:42:00,0 W,2.35 W,100 mW,12.6 W
2024-12-18 16:42:15,0 W,2.51 W,124 mW,12.5 W
2024-12-18 16:42:30,0 W,2.53 W,50.7 mW,12.8 W
2024-12-18 16:42:45,0 W,2.43 W,126 mW,12.7 W
2024-12-18 16:43:00,0 W,2.09 W,727 mW,10.8 W
2024-12-18 16:43:15,0 W,2.45 W,374 mW,10.7 W
2024-12-18 16:43:30,0 W,2.17 W,461 mW,10.6 W
2024-12-18 16:43:45,0 W,2.16 W,441 mW,10.8 W
2024-12-18 16:44:00,0 W,2.04 W,703 mW,10.8 W
2024-12-18 16:44:15,0 W,2.15 W,449 mW,10.9 W
2024-12-18 16:44:30,0 W,2.04 W,399 mW,10.8 W
2024-12-18 16:44:45,0 W,2.14 W,423 mW,10.8 W
2024-12-18 16:45:00,0 W,2.46 W,100 mW,12.6 W
2024-12-18 16:45:15,0 W,2.53 W,127 mW,12.8 W
2024-12-18 16:45:30,0 W,2.62 W,152 mW,12.8 W
2024-12-18 16:45:45,0 W,2.59 W,76.0 mW,12.8 W
2024-12-18 16:46:00,0 W,2.24 W,151 mW,12.7 W
2024-12-18 16:46:15,0 W,2.25 W,99.1 mW,12.5 W
2024-12-18 16:46:30,0 W,2.12 W,99.7 mW,12.5 W
2024-12-18 16:46:45,0 W,2.03 W,307 mW,11.0 W
2024-12-18 16:47:00,0 W,1.96 W,280 mW,10.8 W
2024-12-18 16:47:15,0 W,1.90 W,395 mW,10.7 W
2024-12-18 16:47:30,0 W,2.26 W,306 mW,10.8 W
2024-12-18 16:47:45,0 W,2.20 W,140 mW,10.8 W
2024-12-18 16:48:00,0 W,2.15 W,468 mW,10.8 W
2024-12-18 16:48:15,0 W,2.26 W,330 mW,10.9 W
2024-12-18 16:48:30,0 W,2.20 W,120 mW,11.2 W
2024-12-18 16:48:45,0 W,2.34 W,101 mW,12.7 W
2024-12-18 16:49:00,0 W,2.51 W,75.3 mW,12.7 W
2024-12-18 16:49:15,0 W,2.48 W,125 mW,12.6 W
2024-12-18 16:49:30,0 W,2.54 W,267 mW,22.3 W
2024-12-18 16:49:45,0 W,2.47 W,170 mW,21.4 W
