"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/share/grafana/bin/grafana - grafanaserver--homepath=/usr/share/grafana--config=/etc/grafana/grafana.ini--packaging=dockercfg:default.log.mode=consolecfg:default.paths.data=/var/lib/grafanacfg:default.paths.logs=/var/log/grafanacfg:default.paths.plugins=/var/lib/grafana/pluginscfg:default.paths.provisioning=/etc/grafana/provisioning","/usr/bin/mongod - mongod--auth--bind_ip_all"
2025-01-17 18:32:00,0 W,2.64 W,131 mW,26.2 mW,13.0 W
2025-01-17 18:32:15,0 W,2.78 W,132 mW,0 W,13.3 W
2025-01-17 18:32:30,0 W,3.02 W,78.0 mW,52.0 mW,13.1 W
2025-01-17 18:32:45,0 W,2.91 W,104 mW,52.0 mW,13.1 W
2025-01-17 18:33:00,0 W,2.57 W,129 mW,0 W,13.0 W
2025-01-17 18:33:15,0 W,2.49 W,199 mW,24.9 mW,11.8 W
2025-01-17 18:33:30,0 W,2.84 W,716 mW,0 W,11.4 W
2025-01-17 18:33:45,0 W,2.88 W,366 mW,0 W,11.2 W
2025-01-17 18:34:00,0 W,2.84 W,321 mW,24.7 mW,11.3 W
2025-01-17 18:34:15,0 W,2.60 W,643 mW,74.2 mW,11.4 W
2025-01-17 18:34:30,0 W,2.95 W,474 mW,49.9 mW,11.5 W
2025-01-17 18:34:45,0 W,2.92 W,487 mW,48.7 mW,11.3 W
2025-01-17 18:35:00,0 W,3.08 W,342 mW,24.4 mW,11.3 W
2025-01-17 18:35:15,0 W,2.86 W,291 mW,24.2 mW,11.2 W
2025-01-17 18:35:30,0 W,3.41 W,487 mW,48.7 mW,11.2 W
2025-01-17 18:35:45,0 W,3.05 W,129 mW,51.6 mW,12.8 W
2025-01-17 18:36:00,0 W,2.87 W,78.4 mW,26.1 mW,13.1 W
2025-01-17 18:36:15,0 W,2.63 W,130 mW,52.1 mW,13.1 W
2025-01-17 18:36:30,0 W,3.24 W,133 mW,26.6 mW,13.4 W
2025-01-17 18:36:45,0 W,3.11 W,159 mW,53.1 mW,13.3 W
2025-01-17 18:37:00,0 W,2.95 W,79.7 mW,0 W,13.3 W
2025-01-17 18:37:15,0 W,3.03 W,104 mW,26.1 mW,12.9 W
2025-01-17 18:37:30,0 W,3.05 W,79.0 mW,26.3 mW,13.2 W
2025-01-17 18:37:45,0 W,2.80 W,442 mW,24.6 mW,11.3 W
2025-01-17 18:38:00,0 W,2.72 W,558 mW,24.3 mW,11.2 W
2025-01-17 18:38:15,0 W,3.05 W,585 mW,24.4 mW,11.2 W
2025-01-17 18:38:30,0 W,3.06 W,518 mW,24.7 mW,11.4 W
2025-01-17 18:38:45,0 W,2.78 W,492 mW,24.6 mW,11.4 W
2025-01-17 18:39:00,0 W,2.77 W,466 mW,49.1 mW,11.4 W
2025-01-17 18:39:15,0 W,2.69 W,413 mW,25.8 mW,12.0 W
2025-01-17 18:39:30,0 W,3.14 W,395 mW,24.7 mW,11.4 W
2025-01-17 18:39:45,0 W,3.07 W,265 mW,26.5 mW,13.3 W
2025-01-17 18:40:00,0 W,3.05 W,77.6 mW,25.9 mW,13.1 W
2025-01-17 18:40:15,0 W,3.12 W,78.8 mW,52.5 mW,13.3 W
2025-01-17 18:40:30,0 W,3.54 W,131 mW,26.2 mW,13.3 W
2025-01-17 18:40:45,0 W,2.90 W,107 mW,26.6 mW,13.4 W
2025-01-17 18:41:00,0 W,3.18 W,106 mW,0 W,13.4 W
2025-01-17 18:41:15,0 W,3.06 W,131 mW,0 W,13.2 W
2025-01-17 18:41:30,0 W,2.96 W,132 mW,26.4 mW,13.3 W
2025-01-17 18:41:45,0 W,2.96 W,493 mW,0 W,11.4 W
2025-01-17 18:42:00,0 W,2.54 W,320 mW,24.6 mW,11.4 W
2025-01-17 18:42:15,0 W,2.97 W,297 mW,24.7 mW,11.4 W
2025-01-17 18:42:30,0 W,3.14 W,643 mW,0 W,11.4 W
2025-01-17 18:42:45,0 W,2.68 W,541 mW,49.2 mW,11.3 W
2025-01-17 18:43:00,0 W,2.82 W,346 mW,24.7 mW,11.5 W
2025-01-17 18:43:15,0 W,2.84 W,444 mW,49.3 mW,11.5 W
2025-01-17 18:43:30,0 W,3.30 W,295 mW,49.2 mW,11.4 W
2025-01-17 18:43:45,0 W,2.96 W,105 mW,105 mW,13.3 W
2025-01-17 18:44:00,0 W,2.72 W,129 mW,51.7 mW,13.1 W
2025-01-17 18:44:15,0 W,2.85 W,104 mW,52.2 mW,13.2 W
2025-01-17 18:44:30,0 W,3.22 W,104 mW,0 W,13.1 W
2025-01-17 18:44:45,0 W,2.93 W,77.7 mW,51.8 mW,12.9 W
2025-01-17 18:45:00,0 W,2.83 W,157 mW,26.2 mW,13.2 W
2025-01-17 18:45:15,0 W,2.59 W,103 mW,25.7 mW,12.9 W
2025-01-17 18:45:30,0 W,2.91 W,78.1 mW,26.0 mW,13.2 W
2025-01-17 18:45:45,0 W,2.76 W,562 mW,24.4 mW,11.3 W
2025-01-17 18:46:00,0 W,2.69 W,440 mW,24.4 mW,11.3 W
2025-01-17 18:46:15,0 W,2.42 W,436 mW,24.2 mW,11.2 W
2025-01-17 18:46:30,0 W,2.79 W,465 mW,0 W,11.3 W
2025-01-17 18:46:45,0 W,3.08 W,391 mW,24.5 mW,11.3 W
2025-01-17 18:47:00,0 W,3.07 W,540 mW,24.6 mW,11.4 W
2025-01-17 18:47:15,0 W,3.36 W,401 mW,50.1 mW,11.6 W
2025-01-17 18:47:30,0 W,3.75 W,296 mW,24.6 mW,11.4 W
2025-01-17 18:47:45,0 W,3.43 W,106 mW,52.8 mW,13.3 W
2025-01-17 18:48:00,0 W,3.12 W,78.8 mW,158 mW,13.2 W
2025-01-17 18:48:15,0 W,3.08 W,104 mW,26.1 mW,13.2 W
2025-01-17 18:48:30,0 W,3.09 W,159 mW,52.9 mW,13.4 W
2025-01-17 18:48:45,0 W,2.95 W,78.3 mW,26.1 mW,13.1 W
2025-01-17 18:49:00,0 W,2.93 W,130 mW,51.8 mW,13.0 W
2025-01-17 18:49:15,0 W,3.14 W,132 mW,0 W,13.2 W
2025-01-17 18:49:30,0 W,3.26 W,134 mW,26.8 mW,13.5 W
2025-01-17 18:49:45,0 W,2.73 W,471 mW,0 W,11.4 W
2025-01-17 18:50:00,0 W,3.11 W,391 mW,24.5 mW,11.2 W
2025-01-17 18:50:15,0 W,2.88 W,468 mW,24.6 mW,11.3 W
2025-01-17 18:50:30,0 W,2.83 W,447 mW,24.8 mW,11.4 W
2025-01-17 18:50:45,0 W,3.09 W,519 mW,49.4 mW,11.4 W
2025-01-17 18:51:00,0 W,3.07 W,272 mW,24.8 mW,11.5 W
2025-01-17 18:51:15,0 W,3.15 W,418 mW,24.6 mW,11.4 W
