"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/bin/bash - bash/usr/local/bin/docker-entrypoint.shrabbitmq-server","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-19 17:56:15,2.09 W,99.3 mW,0 W,12.5 W
2024-12-19 17:56:30,1.72 W,400 mW,0 W,10.8 W
2024-12-19 17:56:45,1.81 W,353 mW,0 W,10.8 W
2024-12-19 17:57:00,2.11 W,450 mW,0 W,10.9 W
2024-12-19 17:57:15,2.08 W,283 mW,0 W,10.9 W
2024-12-19 17:57:30,1.74 W,305 mW,0 W,10.7 W
2024-12-19 17:57:45,1.84 W,441 mW,0 W,10.7 W
2024-12-19 17:58:00,1.98 W,466 mW,0 W,10.7 W
2024-12-19 17:58:15,1.85 W,234 mW,0 W,10.7 W
2024-12-19 17:58:30,2.10 W,101 mW,0 W,12.7 W
2024-12-19 17:58:45,2.04 W,101 mW,0 W,12.7 W
2024-12-19 17:59:00,2.06 W,153 mW,0 W,12.8 W
2024-12-19 17:59:15,1.82 W,101 mW,0 W,12.7 W
2024-12-19 17:59:30,1.99 W,75.6 mW,0 W,12.7 W
2024-12-19 17:59:45,2.04 W,126 mW,0 W,12.7 W
2024-12-19 18:00:00,2.13 W,194 mW,0 W,11.3 W
2024-12-19 18:00:15,2.31 W,602 mW,0 W,11.0 W
2024-12-19 18:00:30,2.06 W,592 mW,0 W,10.9 W
2024-12-19 18:00:45,2.17 W,378 mW,0 W,11.0 W
2024-12-19 18:01:00,2.20 W,328 mW,0 W,10.8 W
2024-12-19 18:01:15,1.88 W,510 mW,0 W,10.6 W
2024-12-19 18:01:30,1.90 W,463 mW,0 W,10.6 W
2024-12-19 18:01:45,2.01 W,533 mW,0 W,10.6 W
2024-12-19 18:02:00,1.81 W,153 mW,0 W,12.8 W
2024-12-19 18:02:15,2.08 W,100 mW,0 W,12.6 W
2024-12-19 18:02:30,2.07 W,99.9 mW,0 W,12.6 W
2024-12-19 18:02:45,1.80 W,125 mW,0 W,12.6 W
2024-12-19 18:03:00,2.14 W,149 mW,0 W,12.5 W
2024-12-19 18:03:15,1.69 W,125 mW,0 W,12.5 W
2024-12-19 18:03:30,1.99 W,99.6 mW,0 W,12.5 W
2024-12-19 18:03:45,2.14 W,346 mW,0 W,10.6 W
2024-12-19 18:04:00,2.14 W,376 mW,0 W,10.8 W
2024-12-19 18:04:15,2.19 W,523 mW,0 W,11.0 W
2024-12-19 18:04:30,2.38 W,405 mW,0 W,10.9 W
2024-12-19 18:04:45,1.91 W,420 mW,0 W,10.8 W
2024-12-19 18:05:00,1.80 W,237 mW,0 W,10.8 W
2024-12-19 18:05:15,1.83 W,540 mW,0 W,10.7 W
2024-12-19 18:05:30,2.27 W,296 mW,0 W,12.3 W
2024-12-19 18:05:45,2.26 W,124 mW,0 W,12.4 W
2024-12-19 18:06:00,2.19 W,126 mW,0 W,12.7 W
2024-12-19 18:06:15,2.24 W,125 mW,0 W,12.5 W
2024-12-19 18:06:30,2.29 W,125 mW,0 W,12.5 W
2024-12-19 18:06:45,2.04 W,101 mW,0 W,12.7 W
2024-12-19 18:07:00,2.07 W,126 mW,0 W,12.7 W
2024-12-19 18:07:15,1.80 W,189 mW,0 W,11.2 W
2024-12-19 18:07:30,2.09 W,628 mW,0 W,10.6 W
2024-12-19 18:07:45,1.90 W,482 mW,0 W,10.5 W
2024-12-19 18:08:00,2.18 W,375 mW,0 W,10.8 W
2024-12-19 18:08:15,1.98 W,186 mW,0 W,10.6 W
2024-12-19 18:08:30,1.89 W,485 mW,0 W,10.6 W
2024-12-19 18:08:45,2.07 W,400 mW,0 W,10.8 W
2024-12-19 18:09:00,2.11 W,312 mW,0 W,11.4 W
2024-12-19 18:09:15,2.06 W,126 mW,0 W,12.7 W
2024-12-19 18:09:30,1.87 W,101 mW,0 W,12.7 W
2024-12-19 18:09:45,1.93 W,128 mW,0 W,12.8 W
2024-12-19 18:10:00,2.25 W,100 mW,0 W,12.6 W
2024-12-19 18:10:15,1.71 W,128 mW,0 W,12.8 W
2024-12-19 18:10:30,2.21 W,74.4 mW,0 W,12.5 W
2024-12-19 18:10:45,1.96 W,147 mW,0 W,12.1 W
2024-12-19 18:11:00,2.17 W,512 mW,0 W,10.6 W
2024-12-19 18:11:15,2.09 W,441 mW,0 W,10.6 W
2024-12-19 18:11:30,186 mW,580 mW,0 W,10.5 W
