"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/share/grafana/bin/grafana - grafanaserver--homepath=/usr/share/grafana--config=/etc/grafana/grafana.ini--packaging=dockercfg:default.log.mode=consolecfg:default.paths.data=/var/lib/grafanacfg:default.paths.logs=/var/log/grafanacfg:default.paths.plugins=/var/lib/grafana/pluginscfg:default.paths.provisioning=/etc/grafana/provisioning","/usr/bin/mongod - mongod--auth--bind_ip_all"
2025-01-17 13:40:15,0 W,46.4 W,195 mW,32.5 mW,16.3 W
2025-01-17 13:40:30,0 W,42.3 W,129 mW,0 W,16.2 W
2025-01-17 13:40:45,0 W,44.7 W,159 mW,0 W,15.7 W
2025-01-17 13:41:00,0 W,45.2 W,96.8 mW,96.8 mW,16.2 W
2025-01-17 13:41:15,0 W,40.8 W,128 mW,224 mW,15.8 W
2025-01-17 13:41:30,0 W,41.6 W,162 mW,32.5 mW,16.3 W
2025-01-17 13:41:45,0 W,46.4 W,96.6 mW,64.4 mW,16.2 W
2025-01-17 13:42:00,0 W,47.9 W,164 mW,0 W,16.5 W
2025-01-17 13:42:15,0 W,42.8 W,131 mW,65.6 mW,16.5 W
2025-01-17 13:42:30,0 W,42.1 W,98.5 mW,32.8 mW,16.5 W
2025-01-17 13:42:45,0 W,39.3 W,162 mW,32.4 mW,16.4 W
2025-01-17 13:43:00,0 W,41.0 W,97.7 mW,65.2 mW,16.4 W
2025-01-17 13:43:15,0 W,42.8 W,132 mW,32.9 mW,16.6 W
2025-01-17 13:43:30,0 W,42.9 W,133 mW,33.3 mW,16.7 W
2025-01-17 13:43:45,0 W,43.6 W,130 mW,32.5 mW,16.3 W
2025-01-17 13:44:00,0 W,46.8 W,98.3 mW,0 W,16.4 W
2025-01-17 13:44:15,0 W,39.3 W,161 mW,32.3 mW,16.2 W
2025-01-17 13:44:30,0 W,42.4 W,131 mW,164 mW,16.5 W
2025-01-17 13:44:45,0 W,45.0 W,130 mW,0 W,16.3 W
2025-01-17 13:45:00,0 W,43.4 W,131 mW,98.4 mW,16.5 W
2025-01-17 13:45:15,0 W,43.9 W,131 mW,32.7 mW,16.4 W
2025-01-17 13:45:30,0 W,44.0 W,162 mW,0 W,16.3 W
2025-01-17 13:45:45,0 W,45.5 W,97.0 mW,0 W,16.3 W
2025-01-17 13:46:00,0 W,42.9 W,162 mW,32.3 mW,16.2 W
2025-01-17 13:46:15,0 W,48.6 W,96.6 mW,0 W,16.2 W
2025-01-17 13:46:30,0 W,45.5 W,162 mW,32.4 mW,16.3 W
2025-01-17 13:46:45,0 W,44.5 W,128 mW,0 W,16.1 W
2025-01-17 13:47:00,0 W,46.3 W,193 mW,96.5 mW,16.0 W
2025-01-17 13:47:15,0 W,45.7 W,129 mW,0 W,16.2 W
2025-01-17 13:47:30,0 W,40.4 W,130 mW,0 W,16.3 W
2025-01-17 13:47:45,0 W,39.0 W,129 mW,32.3 mW,16.2 W
2025-01-17 13:48:00,0 W,43.7 W,129 mW,226 mW,16.1 W
2025-01-17 13:48:15,0 W,41.7 W,164 mW,32.7 mW,16.4 W
2025-01-17 13:48:30,0 W,38.2 W,129 mW,32.3 mW,16.1 W
2025-01-17 13:48:45,0 W,43.7 W,166 mW,66.2 mW,16.6 W
2025-01-17 13:49:00,0 W,40.5 W,64.4 mW,64.4 mW,16.0 W
