"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/bin/bash - bash/usr/local/bin/docker-entrypoint.shrabbitmq-server","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-17 21:11:30,43.0 W,92.6 mW,0 W,15.5 W
2024-12-17 21:11:45,45.2 W,186 mW,0 W,15.6 W
2024-12-17 21:12:00,40.6 W,124 mW,0 W,15.6 W
2024-12-17 21:12:15,37.7 W,123 mW,0 W,15.5 W
2024-12-17 21:12:30,44.8 W,124 mW,0 W,15.5 W
2024-12-17 21:12:45,40.3 W,156 mW,0 W,15.6 W
2024-12-17 21:13:00,42.9 W,154 mW,0 W,15.4 W
2024-12-17 21:13:15,46.6 W,123 mW,0 W,15.3 W
2024-12-17 21:13:30,43.5 W,123 mW,0 W,15.4 W
2024-12-17 21:13:45,44.0 W,123 mW,0 W,15.4 W
2024-12-17 21:14:00,41.8 W,92.6 mW,0 W,15.5 W
2024-12-17 21:14:15,40.2 W,153 mW,0 W,15.4 W
2024-12-17 21:14:30,43.6 W,124 mW,0 W,15.6 W
2024-12-17 21:14:45,43.5 W,154 mW,0 W,15.4 W
2024-12-17 21:15:00,47.3 W,155 mW,0 W,15.6 W
2024-12-17 21:15:15,40.8 W,125 mW,0 W,15.7 W
2024-12-17 21:15:30,37.5 W,124 mW,0 W,15.5 W
2024-12-17 21:15:45,35.2 W,91.9 mW,0 W,15.2 W
2024-12-17 21:16:00,43.0 W,125 mW,0 W,15.7 W
2024-12-17 21:16:15,43.7 W,156 mW,0 W,15.6 W
2024-12-17 21:16:30,39.9 W,153 mW,0 W,15.3 W
2024-12-17 21:16:45,40.0 W,155 mW,0 W,15.5 W
2024-12-17 21:17:00,42.3 W,92.4 mW,0 W,15.5 W
2024-12-17 21:17:15,44.8 W,125 mW,0 W,15.6 W
2024-12-17 21:17:30,41.3 W,155 mW,0 W,15.5 W
2024-12-17 21:17:45,38.0 W,159 mW,0 W,15.9 W
2024-12-17 21:18:00,39.2 W,125 mW,0 W,15.4 W
2024-12-17 21:18:15,38.3 W,126 mW,0 W,15.8 W
2024-12-17 21:18:30,41.6 W,123 mW,0 W,15.4 W
2024-12-17 21:18:45,39.3 W,124 mW,0 W,15.7 W
2024-12-17 21:19:00,42.6 W,154 mW,0 W,15.5 W
2024-12-17 21:19:15,43.3 W,92.9 mW,0 W,15.5 W
2024-12-17 21:19:30,39.0 W,152 mW,0 W,15.3 W
2024-12-17 21:19:45,41.9 W,93.5 mW,0 W,15.6 W
2024-12-17 21:20:00,46.9 W,123 mW,0 W,15.5 W
2024-12-17 21:20:15,45.2 W,155 mW,0 W,15.6 W
2024-12-17 21:20:30,42.8 W,154 mW,0 W,15.5 W
2024-12-17 21:20:45,44.1 W,155 mW,0 W,15.6 W
2024-12-17 21:21:00,42.3 W,125 mW,0 W,15.7 W
2024-12-17 21:21:15,44.8 W,62.7 mW,0 W,15.9 W
2024-12-17 21:21:30,36.6 W,155 mW,0 W,15.6 W
2024-12-17 21:21:45,35.8 W,123 mW,0 W,15.4 W
2024-12-17 21:22:00,42.0 W,124 mW,0 W,15.6 W
2024-12-17 21:22:15,44.6 W,154 mW,0 W,15.5 W
2024-12-17 21:22:30,43.6 W,123 mW,0 W,15.5 W
2024-12-17 21:22:45,42.1 W,156 mW,0 W,15.6 W
2024-12-17 21:23:00,45.7 W,154 mW,0 W,15.5 W
2024-12-17 21:23:15,46.8 W,92.4 mW,0 W,15.5 W
2024-12-17 21:23:30,43.5 W,155 mW,0 W,15.5 W
2024-12-17 21:23:45,42.4 W,125 mW,0 W,15.7 W
2024-12-17 21:24:00,45.6 W,155 mW,0 W,15.6 W
2024-12-17 21:24:15,42.4 W,156 mW,0 W,15.7 W
2024-12-17 21:24:30,42.8 W,125 mW,0 W,15.7 W
2024-12-17 21:24:45,46.5 W,125 mW,0 W,15.7 W
2024-12-17 21:25:00,41.2 W,559 mW,0 W,15.5 W
2024-12-17 21:25:15,42.5 W,537 mW,0 W,15.9 W
2024-12-17 21:25:30,40.7 W,400 mW,0 W,15.2 W
2024-12-17 21:25:45,44.1 W,273 mW,0 W,14.9 W
2024-12-17 21:26:00,37.9 W,627 mW,0 W,15.4 W
2024-12-17 21:26:15,38.2 W,713 mW,0 W,15.5 W
2024-12-17 21:26:30,45.5 W,370 mW,0 W,15.5 W
2024-12-17 21:26:45,42.2 W,338 mW,0 W,15.5 W
2024-12-17 21:27:00,46.3 W,458 mW,0 W,15.1 W
2024-12-17 21:27:15,45.1 W,459 mW,0 W,15.4 W
2024-12-17 21:27:30,41.6 W,577 mW,0 W,14.9 W
2024-12-17 21:27:45,39.0 W,466 mW,0 W,15.4 W
2024-12-17 21:28:00,40.9 W,245 mW,0 W,15.0 W
2024-12-17 21:28:15,34.7 W,185 mW,0 W,15.3 W
2024-12-17 21:28:30,43.6 W,749 mW,0 W,15.5 W
2024-12-17 21:28:45,41.4 W,563 mW,0 W,15.7 W
2024-12-17 21:29:00,44.3 W,216 mW,0 W,15.3 W
2024-12-17 21:29:15,34.8 W,158 mW,0 W,16.1 W
2024-12-17 21:29:30,39.7 W,499 mW,0 W,15.6 W
2024-12-17 21:29:45,41.4 W,557 mW,0 W,15.5 W
2024-12-17 21:30:00,45.4 W,456 mW,0 W,14.9 W
2024-12-17 21:30:15,43.8 W,434 mW,0 W,15.5 W
2024-12-17 21:30:30,41.7 W,368 mW,0 W,15.3 W
2024-12-17 21:30:45,43.1 W,456 mW,0 W,15.2 W
2024-12-17 21:31:00,43.5 W,558 mW,0 W,15.5 W
2024-12-17 21:31:15,46.3 W,646 mW,0 W,15.4 W
2024-12-17 21:31:30,42.3 W,407 mW,0 W,15.9 W
2024-12-17 21:31:45,43.9 W,308 mW,0 W,15.5 W
2024-12-17 21:32:00,41.6 W,346 mW,0 W,16.0 W
2024-12-17 21:32:15,43.6 W,530 mW,0 W,15.6 W
2024-12-17 21:32:30,45.6 W,554 mW,0 W,15.4 W
2024-12-17 21:32:45,43.9 W,590 mW,0 W,15.6 W
2024-12-17 21:33:00,42.1 W,275 mW,0 W,15.4 W
2024-12-17 21:33:15,42.9 W,308 mW,0 W,15.5 W
2024-12-17 21:33:30,42.6 W,679 mW,0 W,15.5 W
2024-12-17 21:33:45,45.7 W,559 mW,0 W,15.5 W
2024-12-17 21:34:00,43.4 W,275 mW,0 W,15.1 W
2024-12-17 21:34:15,41.8 W,401 mW,0 W,15.4 W
2024-12-17 21:34:30,46.6 W,616 mW,0 W,15.3 W
2024-12-17 21:34:45,48.9 W,405 mW,0 W,15.6 W
2024-12-17 21:35:00,42.7 W,246 mW,0 W,15.4 W
2024-12-17 21:35:15,38.0 W,366 mW,0 W,15.1 W
2024-12-17 21:35:30,42.0 W,524 mW,0 W,15.2 W
2024-12-17 21:35:45,38.3 W,279 mW,0 W,15.5 W
2024-12-17 21:36:00,37.3 W,469 mW,0 W,15.5 W
2024-12-17 21:36:15,41.9 W,309 mW,0 W,15.4 W
