"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-18 12:14:15,0 W,2.33 W,198 mW,12.1 W
2024-12-18 12:14:30,0 W,2.64 W,98.9 mW,12.4 W
2024-12-18 12:14:45,0 W,2.72 W,74.1 mW,12.4 W
2024-12-18 12:15:00,0 W,2.89 W,98.8 mW,12.4 W
2024-12-18 12:15:15,0 W,2.58 W,123 mW,12.3 W
2024-12-18 12:15:30,0 W,2.41 W,74.5 mW,12.5 W
2024-12-18 12:15:45,0 W,2.56 W,127 mW,12.7 W
2024-12-18 12:16:00,0 W,2.55 W,124 mW,12.5 W
2024-12-18 12:16:15,0 W,2.92 W,99.8 mW,12.6 W
2024-12-18 12:16:30,0 W,2.18 W,99.1 mW,12.5 W
2024-12-18 12:16:45,0 W,2.25 W,74.1 mW,12.4 W
2024-12-18 12:17:00,0 W,2.31 W,73.7 mW,12.3 W
2024-12-18 12:17:15,0 W,2.27 W,125 mW,12.6 W
2024-12-18 12:17:30,0 W,2.20 W,49.4 mW,12.4 W
2024-12-18 12:17:45,0 W,2.14 W,380 mW,11.4 W
2024-12-18 12:18:00,0 W,2.30 W,523 mW,11.4 W
2024-12-18 12:18:15,0 W,2.32 W,261 mW,11.4 W
2024-12-18 12:18:30,0 W,2.45 W,456 mW,11.5 W
2024-12-18 12:18:45,0 W,2.64 W,484 mW,11.6 W
2024-12-18 12:19:00,0 W,2.91 W,506 mW,11.6 W
2024-12-18 12:19:15,0 W,2.36 W,453 mW,11.4 W
2024-12-18 12:19:30,0 W,2.03 W,334 mW,11.4 W
2024-12-18 12:19:45,0 W,2.14 W,547 mW,11.3 W
2024-12-18 12:20:00,0 W,2.57 W,489 mW,11.7 W
2024-12-18 12:20:15,0 W,2.60 W,558 mW,11.6 W
2024-12-18 12:20:30,0 W,2.63 W,536 mW,11.7 W
2024-12-18 12:20:45,0 W,2.36 W,219 mW,11.6 W
2024-12-18 12:21:00,0 W,2.79 W,419 mW,12.0 W
2024-12-18 12:21:15,0 W,2.15 W,75.0 mW,12.6 W
2024-12-18 12:21:30,0 W,2.17 W,148 mW,12.5 W
2024-12-18 12:21:45,0 W,2.44 W,75.6 mW,12.7 W
2024-12-18 12:22:00,0 W,2.64 W,101 mW,12.7 W
2024-12-18 12:22:15,0 W,2.71 W,101 mW,12.8 W
2024-12-18 12:22:30,0 W,2.17 W,73.8 mW,12.3 W
2024-12-18 12:22:45,0 W,2.38 W,150 mW,12.6 W
2024-12-18 12:23:00,0 W,2.45 W,125 mW,12.6 W
2024-12-18 12:23:15,0 W,2.53 W,75.0 mW,12.6 W
2024-12-18 12:23:30,0 W,2.63 W,101 mW,12.7 W
2024-12-18 12:23:45,0 W,2.46 W,102 mW,12.8 W
2024-12-18 12:24:00,0 W,2.65 W,74.4 mW,12.5 W
2024-12-18 12:24:15,0 W,2.97 W,294 mW,12.0 W
2024-12-18 12:24:30,0 W,2.49 W,459 mW,11.6 W
2024-12-18 12:24:45,0 W,2.20 W,581 mW,11.6 W
2024-12-18 12:25:00,0 W,2.67 W,495 mW,11.9 W
2024-12-18 12:25:15,0 W,2.46 W,555 mW,11.6 W
2024-12-18 12:25:30,0 W,2.37 W,526 mW,11.5 W
2024-12-18 12:25:45,0 W,2.38 W,511 mW,11.7 W
2024-12-18 12:26:00,0 W,2.74 W,391 mW,11.7 W
2024-12-18 12:26:15,0 W,2.73 W,546 mW,12.0 W
2024-12-18 12:26:30,0 W,2.66 W,528 mW,11.5 W
2024-12-18 12:26:45,0 W,2.69 W,437 mW,11.7 W
2024-12-18 12:27:00,0 W,3.28 W,434 mW,11.6 W
2024-12-18 12:27:15,0 W,2.43 W,457 mW,11.6 W
2024-12-18 12:27:30,0 W,2.67 W,485 mW,11.7 W
2024-12-18 12:27:45,0 W,2.47 W,198 mW,12.1 W
2024-12-18 12:28:00,0 W,2.62 W,99.8 mW,12.6 W
2024-12-18 12:28:15,0 W,2.80 W,98.3 mW,12.4 W
2024-12-18 12:28:30,0 W,2.40 W,99.1 mW,12.5 W
2024-12-18 12:28:45,0 W,2.32 W,99.7 mW,12.4 W
2024-12-18 12:29:00,0 W,2.54 W,99.5 mW,12.6 W
2024-12-18 12:29:15,0 W,2.47 W,99.9 mW,12.5 W
2024-12-18 12:29:30,0 W,2.74 W,127 mW,12.8 W
2024-12-18 12:29:45,0 W,2.44 W,74.8 mW,12.5 W
2024-12-18 12:30:00,0 W,2.48 W,100 mW,12.6 W
2024-12-18 12:30:15,0 W,2.76 W,102 mW,12.9 W
2024-12-18 12:30:30,0 W,2.39 W,74.0 mW,12.4 W
2024-12-18 12:30:45,0 W,2.45 W,101 mW,12.7 W
2024-12-18 12:31:00,0 W,2.33 W,124 mW,12.4 W
2024-12-18 12:31:15,0 W,2.26 W,101 mW,12.6 W
2024-12-18 12:31:30,0 W,2.25 W,269 mW,11.7 W
2024-12-18 12:31:45,0 W,2.33 W,381 mW,11.4 W
2024-12-18 12:32:00,0 W,2.63 W,393 mW,11.8 W
2024-12-18 12:32:15,0 W,2.44 W,562 mW,11.8 W
2024-12-18 12:32:30,0 W,2.33 W,475 mW,11.4 W
2024-12-18 12:32:45,0 W,2.41 W,358 mW,11.5 W
2024-12-18 12:33:00,0 W,2.62 W,461 mW,11.7 W
2024-12-18 12:33:15,0 W,2.24 W,482 mW,11.6 W
2024-12-18 12:33:30,0 W,2.18 W,521 mW,11.4 W
2024-12-18 12:33:45,0 W,2.32 W,362 mW,11.6 W
2024-12-18 12:34:00,0 W,2.63 W,366 mW,11.7 W
2024-12-18 12:34:15,0 W,2.46 W,492 mW,11.8 W
2024-12-18 12:34:30,0 W,2.83 W,194 mW,11.7 W
2024-12-18 12:34:45,0 W,2.73 W,386 mW,11.6 W
2024-12-18 12:35:00,0 W,3.00 W,223 mW,12.2 W
2024-12-18 12:35:15,0 W,2.79 W,74.8 mW,12.6 W
2024-12-18 12:35:30,0 W,2.61 W,50.2 mW,12.7 W
2024-12-18 12:35:45,0 W,2.59 W,125 mW,12.6 W
2024-12-18 12:36:00,0 W,2.80 W,125 mW,12.6 W
2024-12-18 12:36:15,0 W,2.71 W,100 mW,12.7 W
2024-12-18 12:36:30,0 W,2.49 W,99.7 mW,12.5 W
2024-12-18 12:36:45,0 W,2.25 W,98.0 mW,12.2 W
2024-12-18 12:37:00,0 W,2.36 W,100 mW,12.7 W
2024-12-18 12:37:15,0 W,2.17 W,99.7 mW,12.6 W
2024-12-18 12:37:30,0 W,2.39 W,99.5 mW,12.5 W
2024-12-18 12:37:45,0 W,2.21 W,121 mW,12.0 W
2024-12-18 12:38:00,0 W,2.38 W,74.4 mW,12.5 W
2024-12-18 12:38:15,0 W,2.49 W,74.8 mW,12.5 W
2024-12-18 12:38:30,0 W,2.47 W,124 mW,12.4 W
2024-12-18 12:38:45,0 W,2.34 W,171 mW,12.1 W
2024-12-18 12:39:00,0 W,2.39 W,483 mW,11.6 W
2024-12-18 12:39:15,0 W,2.62 W,506 mW,11.6 W
2024-12-18 12:39:30,0 W,2.47 W,432 mW,11.5 W
2024-12-18 12:39:45,0 W,1.29 W,539 mW,11.2 W
