"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/bin/bash","/usr/bin/mongod"
2024-12-17 22:44:00,0 B,0 B,0 B,0 B
2024-12-17 22:44:15,8.19 kB,0 B,0 B,0 B
2024-12-17 22:44:30,0 B,0 B,0 B,0 B
2024-12-17 22:44:45,8.19 kB,0 B,0 B,0 B
2024-12-17 22:45:00,4.10 kB,0 B,0 B,0 B
2024-12-17 22:45:15,4.10 kB,0 B,0 B,0 B
2024-12-17 22:45:30,0 B,0 B,0 B,0 B
2024-12-17 22:45:45,0 B,0 B,0 B,0 B
2024-12-17 22:46:00,0 B,0 B,0 B,0 B
2024-12-17 22:46:15,0 B,0 B,0 B,0 B
2024-12-17 22:46:30,16.4 kB,0 B,0 B,0 B
2024-12-17 22:46:45,0 B,0 B,0 B,0 B
2024-12-17 22:47:00,0 B,0 B,0 B,0 B
2024-12-17 22:47:15,0 B,0 B,0 B,0 B
2024-12-17 22:47:30,0 B,0 B,0 B,0 B
2024-12-17 22:47:45,0 B,0 B,0 B,0 B
2024-12-17 22:48:00,0 B,0 B,0 B,0 B
2024-12-17 22:48:15,0 B,0 B,0 B,0 B
2024-12-17 22:48:30,0 B,0 B,0 B,0 B
2024-12-17 22:48:45,0 B,0 B,0 B,0 B
2024-12-17 22:49:00,0 B,0 B,0 B,0 B
2024-12-17 22:49:15,0 B,0 B,0 B,0 B
2024-12-17 22:49:30,0 B,0 B,0 B,0 B
2024-12-17 22:49:45,0 B,0 B,0 B,0 B
2024-12-17 22:50:00,24.6 kB,0 B,0 B,0 B
2024-12-17 22:50:15,4.10 kB,0 B,0 B,0 B
2024-12-17 22:50:30,16.4 kB,0 B,0 B,0 B
2024-12-17 22:50:45,0 B,0 B,0 B,0 B
2024-12-17 22:51:00,0 B,0 B,0 B,0 B
2024-12-17 22:51:15,0 B,0 B,0 B,0 B
2024-12-17 22:51:30,28.7 kB,0 B,0 B,0 B
2024-12-17 22:51:45,0 B,0 B,0 B,0 B
2024-12-17 22:52:00,24.6 kB,0 B,0 B,0 B
2024-12-17 22:52:15,8.19 kB,0 B,0 B,0 B
2024-12-17 22:52:30,0 B,0 B,0 B,0 B
2024-12-17 22:52:45,0 B,0 B,0 B,0 B
2024-12-17 22:53:00,12.3 kB,0 B,0 B,0 B
2024-12-17 22:53:15,4.10 kB,0 B,0 B,0 B
2024-12-17 22:53:30,28.7 kB,0 B,0 B,0 B
2024-12-17 22:53:45,4.10 kB,0 B,0 B,0 B
2024-12-17 22:54:00,8.19 kB,0 B,0 B,0 B
2024-12-17 22:54:15,36.9 kB,0 B,0 B,0 B
2024-12-17 22:54:30,0 B,0 B,0 B,0 B
2024-12-17 22:54:45,0 B,0 B,0 B,0 B
2024-12-17 22:55:00,0 B,0 B,0 B,0 B
2024-12-17 22:55:15,0 B,0 B,0 B,0 B
2024-12-17 22:55:30,20.5 kB,0 B,0 B,0 B
2024-12-17 22:55:45,4.10 kB,0 B,0 B,0 B
2024-12-17 22:56:00,4.10 kB,0 B,0 B,0 B
2024-12-17 22:56:15,0 B,0 B,0 B,0 B
2024-12-17 22:56:30,0 B,0 B,0 B,0 B
2024-12-17 22:56:45,0 B,0 B,0 B,0 B
2024-12-17 22:57:00,0 B,0 B,0 B,0 B
2024-12-17 22:57:15,0 B,0 B,0 B,0 B
2024-12-17 22:57:30,4.10 kB,0 B,0 B,0 B
2024-12-17 22:57:45,8.19 kB,0 B,0 B,0 B
2024-12-17 22:58:00,0 B,0 B,0 B,0 B
2024-12-17 22:58:15,0 B,0 B,0 B,0 B
2024-12-17 22:58:30,16.4 kB,0 B,0 B,0 B
2024-12-17 22:58:45,0 B,0 B,0 B,0 B
2024-12-17 22:59:00,28.7 kB,0 B,0 B,0 B
2024-12-17 22:59:15,20.5 kB,0 B,0 B,0 B
2024-12-17 22:59:30,12.3 kB,0 B,0 B,0 B
2024-12-17 22:59:45,0 B,0 B,0 B,0 B
2024-12-17 23:00:00,0 B,0 B,0 B,0 B
2024-12-17 23:00:15,0 B,0 B,0 B,0 B
2024-12-17 23:00:30,0 B,0 B,0 B,0 B
2024-12-17 23:00:45,0 B,0 B,0 B,0 B
2024-12-17 23:01:00,8.19 kB,0 B,0 B,0 B
2024-12-17 23:01:15,0 B,0 B,0 B,0 B
2024-12-17 23:01:30,8.19 kB,0 B,0 B,0 B
2024-12-17 23:01:45,4.10 kB,0 B,0 B,0 B
2024-12-17 23:02:00,4.10 kB,0 B,0 B,0 B
2024-12-17 23:02:15,4.10 kB,4.10 kB,0 B,0 B
2024-12-17 23:02:30,12.3 kB,0 B,0 B,0 B
2024-12-17 23:02:45,0 B,0 B,0 B,0 B
2024-12-17 23:03:00,0 B,0 B,0 B,0 B
2024-12-17 23:03:15,0 B,0 B,0 B,0 B
2024-12-17 23:03:30,12.3 kB,0 B,0 B,0 B
2024-12-17 23:03:45,4.10 kB,0 B,0 B,0 B
2024-12-17 23:04:00,0 B,0 B,0 B,0 B
2024-12-17 23:04:15,0 B,0 B,0 B,0 B
