"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-18 13:01:15,0 W,3.11 W,359 mW,11.1 W
2024-12-18 13:01:30,0 W,2.88 W,198 mW,12.0 W
2024-12-18 13:01:45,0 W,2.82 W,126 mW,12.7 W
2024-12-18 13:02:00,0 W,3.20 W,101 mW,12.6 W
2024-12-18 13:02:15,0 W,2.74 W,77.5 mW,13.1 W
2024-12-18 13:02:30,0 W,3.46 W,103 mW,12.9 W
2024-12-18 13:02:45,0 W,3.01 W,103 mW,13.0 W
2024-12-18 13:03:00,0 W,2.90 W,75.6 mW,12.6 W
2024-12-18 13:03:15,0 W,2.94 W,226 mW,12.5 W
2024-12-18 13:03:30,0 W,2.86 W,429 mW,10.9 W
2024-12-18 13:03:45,0 W,2.83 W,261 mW,10.9 W
2024-12-18 13:04:00,0 W,2.68 W,379 mW,10.8 W
2024-12-18 13:04:15,0 W,2.86 W,501 mW,10.9 W
2024-12-18 13:04:30,0 W,2.96 W,382 mW,11.0 W
2024-12-18 13:04:45,0 W,3.40 W,548 mW,11.0 W
2024-12-18 13:05:00,0 W,3.44 W,451 mW,10.9 W
2024-12-18 13:05:15,0 W,3.31 W,222 mW,12.0 W
2024-12-18 13:05:30,0 W,3.17 W,76.8 mW,12.8 W
2024-12-18 13:05:45,0 W,3.16 W,127 mW,12.7 W
2024-12-18 13:06:00,0 W,3.20 W,102 mW,12.9 W
2024-12-18 13:06:15,0 W,3.41 W,129 mW,13.1 W
2024-12-18 13:06:30,0 W,3.27 W,76.6 mW,12.8 W
2024-12-18 13:06:45,0 W,3.14 W,127 mW,12.7 W
2024-12-18 13:07:00,0 W,3.10 W,269 mW,11.6 W
2024-12-18 13:07:15,0 W,3.29 W,552 mW,11.1 W
2024-12-18 13:07:30,0 W,3.24 W,402 mW,10.9 W
2024-12-18 13:07:45,0 W,3.53 W,474 mW,10.9 W
2024-12-18 13:08:00,0 W,3.42 W,617 mW,10.9 W
2024-12-18 13:08:15,0 W,3.62 W,480 mW,11.1 W
2024-12-18 13:08:30,0 W,3.16 W,522 mW,11.0 W
2024-12-18 13:08:45,0 W,3.14 W,330 mW,10.9 W
2024-12-18 13:09:00,0 W,3.17 W,382 mW,11.1 W
2024-12-18 13:09:15,0 W,3.22 W,128 mW,12.9 W
2024-12-18 13:09:30,0 W,3.48 W,102 mW,12.9 W
2024-12-18 13:09:45,0 W,3.22 W,77.3 mW,13.0 W
2024-12-18 13:10:00,0 W,3.21 W,151 mW,12.5 W
2024-12-18 13:10:15,0 W,3.30 W,74.9 mW,12.6 W
2024-12-18 13:10:30,0 W,3.02 W,155 mW,13.0 W
2024-12-18 13:10:45,0 W,3.32 W,101 mW,12.6 W
2024-12-18 13:11:00,0 W,3.18 W,348 mW,12.3 W
2024-12-18 13:11:15,0 W,3.20 W,387 mW,11.3 W
2024-12-18 13:11:30,0 W,3.16 W,693 mW,11.1 W
2024-12-18 13:11:45,0 W,3.32 W,474 mW,10.9 W
2024-12-18 13:12:00,0 W,3.26 W,429 mW,10.9 W
2024-12-18 13:12:15,0 W,3.22 W,621 mW,11.0 W
2024-12-18 13:12:30,0 W,2.93 W,453 mW,11.0 W
2024-12-18 13:12:45,0 W,3.05 W,334 mW,11.0 W
2024-12-18 13:13:00,0 W,3.12 W,290 mW,11.3 W
2024-12-18 13:13:15,0 W,3.43 W,127 mW,12.8 W
2024-12-18 13:13:30,0 W,3.28 W,103 mW,13.0 W
2024-12-18 13:13:45,0 W,3.37 W,103 mW,13.0 W
2024-12-18 13:14:00,0 W,3.24 W,101 mW,12.7 W
2024-12-18 13:14:15,0 W,3.09 W,76.6 mW,12.8 W
2024-12-18 13:14:30,0 W,3.17 W,129 mW,12.9 W
2024-12-18 13:14:45,0 W,3.30 W,102 mW,12.9 W
2024-12-18 13:15:00,0 W,3.30 W,550 mW,11.0 W
2024-12-18 13:15:15,0 W,3.32 W,430 mW,11.0 W
2024-12-18 13:15:30,0 W,2.87 W,545 mW,10.9 W
2024-12-18 13:15:45,0 W,2.72 W,477 mW,11.0 W
2024-12-18 13:16:00,0 W,3.01 W,213 mW,10.9 W
2024-12-18 13:16:15,0 W,3.12 W,532 mW,11.2 W
2024-12-18 13:16:30,0 W,2.72 W,358 mW,10.9 W
2024-12-18 13:16:45,0 W,3.11 W,455 mW,11.1 W
2024-12-18 13:17:00,0 W,3.28 W,127 mW,12.8 W
2024-12-18 13:17:15,0 W,3.35 W,101 mW,12.5 W
2024-12-18 13:17:30,0 W,3.06 W,77.2 mW,13.0 W
2024-12-18 13:17:45,0 W,3.13 W,129 mW,13.1 W
2024-12-18 13:18:00,0 W,3.18 W,129 mW,13.0 W
2024-12-18 13:18:15,0 W,2.98 W,125 mW,12.5 W
2024-12-18 13:18:30,0 W,3.04 W,128 mW,12.8 W
2024-12-18 13:18:45,0 W,2.84 W,150 mW,12.2 W
2024-12-18 13:19:00,0 W,2.70 W,550 mW,11.1 W
2024-12-18 13:19:15,0 W,3.04 W,358 mW,11.1 W
2024-12-18 13:19:30,0 W,2.98 W,525 mW,11.0 W
2024-12-18 13:19:45,0 W,3.11 W,380 mW,10.9 W
2024-12-18 13:20:00,0 W,3.13 W,430 mW,11.0 W
2024-12-18 13:20:15,0 W,3.45 W,599 mW,11.0 W
2024-12-18 13:20:30,0 W,3.18 W,485 mW,11.2 W
2024-12-18 13:20:45,0 W,3.07 W,218 mW,11.4 W
2024-12-18 13:21:00,0 W,3.41 W,76.3 mW,12.8 W
2024-12-18 13:21:15,0 W,3.51 W,102 mW,12.9 W
2024-12-18 13:21:30,0 W,3.03 W,102 mW,12.8 W
2024-12-18 13:21:45,0 W,3.07 W,77.4 mW,13.1 W
2024-12-18 13:22:00,0 W,3.03 W,126 mW,12.6 W
2024-12-18 13:22:15,0 W,3.26 W,76.3 mW,12.7 W
2024-12-18 13:22:30,0 W,3.23 W,196 mW,11.6 W
2024-12-18 13:22:45,0 W,2.87 W,359 mW,11.0 W
2024-12-18 13:23:00,0 W,3.08 W,549 mW,10.9 W
2024-12-18 13:23:15,0 W,3.22 W,572 mW,10.9 W
2024-12-18 13:23:30,0 W,2.58 W,540 mW,10.7 W
2024-12-18 13:23:45,0 W,2.86 W,453 mW,10.9 W
2024-12-18 13:24:00,0 W,3.33 W,428 mW,11.0 W
2024-12-18 13:24:15,0 W,3.30 W,261 mW,10.9 W
2024-12-18 13:24:30,0 W,3.03 W,125 mW,12.7 W
2024-12-18 13:24:45,0 W,3.07 W,101 mW,12.7 W
2024-12-18 13:25:00,0 W,3.13 W,76.2 mW,12.8 W
2024-12-18 13:25:15,0 W,3.31 W,153 mW,12.8 W
2024-12-18 13:25:30,0 W,3.12 W,76.1 mW,12.8 W
2024-12-18 13:25:45,0 W,3.23 W,103 mW,12.9 W
